String;PSČ;CC;Město;Okres;Kraj
40313-Řehlovice, Razová;40313;1;Řehlovice;Razová;
40317-Chabařovice, Chabařovice;40317;1;Chabařovice;Chabařovice;
40321-Brná, Ústí nad Labem;40321;1;Brná;Ústí nad Labem;
40322-Svádov, Ústí nad Labem;40322;1;Svádov;Ústí nad Labem;
40323-Velké Březno, Velké Březno;40323;1;Velké Březno;Velké Březno;
40327-Malečov, Malenice;40327;1;Malečov;Malenice;
40331-Neštěmice, Ústí nad Labem;40331;1;Neštěmice;Ústí nad Labem;
40332-Povrly, Pouzdřany;40332;1;Povrly;Pouzdřany;
40334-Velké Chvojno, Velké Chvojno;40334;1;Velké Chvojno;Velké Chvojno;
40335-Libouchec, Libštát;40335;1;Libouchec;Libštát;
40336-Tisá, Tísek;40336;1;Tisá;Tísek;
40337-Petrovice, Petrovice;40337;1;Petrovice;Petrovice;
40338-Telnice, Telnice;40338;1;Telnice;Telnice;
40339-Chlumec, Chlumín;40339;1;Chlumec;Chlumín;
40501-Děčín I-Děčín, Děčín;40501;1;Děčín I-Děčín;Děčín;
40502-Děčín IV-Podmokly, Děčín;40502;1;Děčín IV-Podmokly;Děčín;
40503-Děčín VI-Letná, Děčín;40503;1;Děčín VI-Letná;Děčín;
40505-Děčín IX-Bynov, Děčín;40505;1;Děčín IX-Bynov;Děčín;
40701-Jílové, Jílovice;40701;1;Jílové;Jílovice;
40702-Modrá, Modlany;40702;1;Modrá;Modlany;
40703-Dobkovice, Dobrá Voda u Českých Budějovic;40703;1;Dobkovice;Dobrá Voda u Českých Budějovic;
40704-Děčín XII-Vilsnice, Děhylov;40704;1;Děčín XII-Vilsnice;Děhylov;
40711-Děčín XXXII-Boletice nad Labem, Dešenice;40711;1;Děčín XXXII-Boletice nad Labem;Dešenice;
40713-Ludvíkovice, Luhačovice;40713;1;Ludvíkovice;Luhačovice;
40714-Arnoltice, Andělská Hora;40714;1;Arnoltice;Andělská Hora;
40715-Srbská Kamenice, Srbská Kamenice;40715;1;Srbská Kamenice;Srbská Kamenice;
40716-Jetřichovice, Jevíčko;40716;1;Jetřichovice;Jevíčko;
40717-Hřensko, Hříškov;40717;1;Hřensko;Hříškov;
40721-Česká Kamenice, Česká Kubice;40721;1;Česká Kamenice;Česká Kubice;
40722-Benešov nad Ploučnicí, Benecko;40722;1;Benešov nad Ploučnicí;Benecko;
40723-Františkov nad Ploučnicí, Frýdek-Místek;40723;1;Františkov nad Ploučnicí;Frýdek-Místek;
40724-Valkeřice, Valtice;40724;1;Valkeřice;Valtice;
40725-Verneřice, Verneřice;40725;1;Verneřice;Verneřice;
40729-Velká Bukovina, Velká Bukovina;40729;1;Velká Bukovina;Velká Bukovina;
40741-Dobrná, Dobrovice;40741;1;Dobrná;Dobrovice;
40742-Markvartice, Markvartice;40742;1;Markvartice;Markvartice;
40744-Chřibská, Chříč;40744;1;Chřibská;Chříč;
40745-Kytlice, Lahošť;40745;1;Kytlice;Lahošť;
40746-Krásná Lípa, Krásno;40746;1;Krásná Lípa;Krásno;
40747-Varnsdorf, Varnsdorf;40747;1;Varnsdorf;Varnsdorf;
40751-Rybniště, Rybniště;40751;1;Rybniště;Rybniště;
40752-Studánka, Včelákov;40752;1;Studánka;Včelákov;
40753-Starý Jiříkov, Jirkov;40753;1;Starý Jiříkov;Jirkov;
40755-Dolní Podluží, Dolní Ředice;40755;1;Dolní Podluží;Dolní Ředice;
40756-Jiřetín pod Jedlovou, Jiříkov;40756;1;Jiřetín pod Jedlovou;Jiříkov;
40757-Horní Podluží, Horní Slavkov;40757;1;Horní Podluží;Horní Slavkov;
40761-Staré Křečany, Staré Křečany;40761;1;Staré Křečany;Staré Křečany;
40777-Šluknov, Slušovice;40777;1;Šluknov;Slušovice;
40778-Velký Šenov, Velký Šenov;40778;1;Velký Šenov;Velký Šenov;
40779-Mikulášovice, Mikulčice;40779;1;Mikulášovice;Mikulčice;
40780-Vilémov, Vimperk;40780;1;Vilémov;Vimperk;
40781-Lipová, Lipovec;40781;1;Lipová;Lipovec;
40782-Dolní Poustevna, Dolní Roveň;40782;1;Dolní Poustevna;Dolní Roveň;
40784-Lobendava, Ločenice;40784;1;Lobendava;Ločenice;
40801-Rumburk 1, Rumburk;40801;1;Rumburk 1;Rumburk;
41001-Lovosice, Lubenec;41001;1;Lovosice;Lubenec;
41101-Žalhostice, Zákupy;41101;1;Žalhostice;Zákupy;
41103-Libochovany, Libošovice;41103;1;Libochovany;Libošovice;
41108-Štětí, Štětí;41108;1;Štětí;Štětí;
41111-Sulejovice, Sulejovice;41111;1;Sulejovice;Sulejovice;
41112-Čížkovice, Čkyně;41112;1;Čížkovice;Čkyně;
41113-Třebenice, Třebíč;41113;1;Třebenice;Třebíč;
41115-Třebívlice, Třebíz;41115;1;Třebívlice;Třebíz;
41116-Klapý, Klášterec nad Ohří;41116;1;Klapý;Klášterec nad Ohří;
41117-Libochovice, Libouchec;41117;1;Libochovice;Libouchec;
41118-Budyně nad Ohří, Bukovany;41118;1;Budyně nad Ohří;Bukovany;
41119-Mšené-lázně, Mšené-lázně;41119;1;Mšené-lázně;Mšené-lázně;
41121-Vrbičany, Vrbičany;41121;1;Vrbičany;Vrbičany;
41131-Velemín, Velešín;41131;1;Velemín;Velešín;
41132-Milešov, Miletín;41132;1;Milešov;Miletín;
41133-Prackovice nad Labem, Prackovice nad Labem;41133;1;Prackovice nad Labem;Prackovice nad Labem;
41141-Žitenice, Žitenice;41141;1;Žitenice;Žitenice;
41142-Ploskovice, Plesná;41142;1;Ploskovice;Plesná;
41145-Úštěk-České Předměstí, Ústí nad Labem;41145;1;Úštěk-České Předměstí;Ústí nad Labem;
41146-Liběšice, Líbeznice;41146;1;Liběšice;Líbeznice;
41147-Polepy, Poleň;41147;1;Polepy;Poleň;
41148-Křešice, Křešín;41148;1;Křešice;Křešín;
41155-Terezín, Těrlicko;41155;1;Terezín;Těrlicko;
41156-Bohušovice nad Ohří, Bohušov;41156;1;Bohušovice nad Ohří;Bohušov;
41162-Sukorady, Sudslava;41162;1;Sukorady;Sudslava;
41164-Vrbice, Vrbice;41164;1;Vrbice;Vrbice;
41171-Chodouny, Chodov;41171;1;Chodouny;Chodov;
41172-Hoštka, Hostouň;41172;1;Hoštka;Hostouň;
41173-Chcebuz, Cheb;41173;1;Chcebuz;Cheb;
41174-Snědovice, Snědovice;41174;1;Snědovice;Snědovice;
41181-Brozany nad Ohří, Brumov-Bylnice;41181;1;Brozany nad Ohří;Brumov-Bylnice;
41182-Doksany, Doksy;41182;1;Doksany;Doksy;
41183-Hrobce, Hromnice;41183;1;Hrobce;Hromnice;
41184-Straškov, Strašín;41184;1;Straškov;Strašín;
41185-Horní Beřkovice, Horní Bradlo;41185;1;Horní Beřkovice;Horní Bradlo;
41186-Bechlín, Batňovice;41186;1;Bechlín;Batňovice;
41187-Krabčice, Krajková;41187;1;Krabčice;Krajková;
41201-Předměstí, Litovel;41201;1;Předměstí;Litovel;
41203-Předměstí, Litovel;41203;1;Předměstí;Litovel;
41301-Roudnice nad Labem, Roudnice nad Labem;41301;1;Roudnice nad Labem;Roudnice nad Labem;
41501-Teplice, Teplice;41501;1;Teplice;Teplice;
41502-Teplice, Teplice;41502;1;Teplice;Teplice;
41503-Řetenice, Teplice;41503;1;Řetenice;Teplice;
41504-Trnovany, Teplice;41504;1;Trnovany;Teplice;
41508-Teplice, Teplice nad Bečvou;41508;1;Teplice;Teplice nad Bečvou;
41510-Trnovany, Teplice;41510;1;Trnovany;Teplice;
41701-Dubí, Dubnice;41701;1;Dubí;Dubnice;
41702-Běhánky, Dubné;41702;1;Běhánky;Dubné;
41703-Pozorka, Pozořice;41703;1;Pozorka;Pozořice;
41704-Hrob, Hrochův Týnec;41704;1;Hrob;Hrochův Týnec;
41705-Osek, Osek;41705;1;Osek;Osek;
41712-Proboštov, Prlov;41712;1;Proboštov;Prlov;
41713-Modlany, Mochtín;41713;1;Modlany;Mochtín;
41722-Háj u Duchcova, Halenkov;41722;1;Háj u Duchcova;Halenkov;
41723-Košťany, Kostelec;41723;1;Košťany;Kostelec;
41724-Oldřichov, Oldřišov;41724;1;Oldřichov;Oldřišov;
41725-Lahošť, Lanškroun;41725;1;Lahošť;Lanškroun;
41731-Novosedlice, Novosedly;41731;1;Novosedlice;Novosedly;
41741-Krupka, Kružberk;41741;1;Krupka;Kružberk;
41742-Maršov, Krušovice;41742;1;Maršov;Krušovice;
41752-Hostomice, Hostovlice;41752;1;Hostomice;Hostovlice;
41753-Světec, Světec;41753;1;Světec;Světec;
41754-Kostomlaty pod Milešovkou, Kotvrdovice;41754;1;Kostomlaty pod Milešovkou;Kotvrdovice;
41757-Hrobčice, Hronov;41757;1;Hrobčice;Hronov;
41761-Bystřany, Bystré;41761;1;Bystřany;Bystré;
41762-Rtyně nad Bílinou, Rtyně nad Bílinou;41762;1;Rtyně nad Bílinou;Rtyně nad Bílinou;
41763-Žalany, Zákolany;41763;1;Žalany;Zákolany;
41765-Ohníč, Ohnišov;41765;1;Ohníč;Ohnišov;
41771-Zabrušany, Záboří nad Labem;41771;1;Zabrušany;Záboří nad Labem;
41772-Ledvice, Lenešice;41772;1;Ledvice;Lenešice;
41781-Moldava, Mokré Lazce;41781;1;Moldava;Mokré Lazce;
41801-Bílina, Bílá Voda;41801;1;Bílina;Bílá Voda;
41804-Teplické Předměstí, Bílé Podolí;41804;1;Teplické Předměstí;Bílé Podolí;
41901-Duchcov, Dvory nad Lužnicí;41901;1;Duchcov;Dvory nad Lužnicí;
43002-Chomutov, Chomutov;43002;1;Chomutov;Chomutov;
43003-Chomutov, Chomutov;43003;1;Chomutov;Chomutov;
43004-Chomutov, Chomutov;43004;1;Chomutov;Chomutov;
43005-Chomutov, Chornice;43005;1;Chomutov;Chornice;
43101-Spořice, Spořice;43101;1;Spořice;Spořice;
43102-Zelená, Želatovice;43102;1;Zelená;Želatovice;
43111-Jirkov, Jirkov;43111;1;Jirkov;Jirkov;
43112-Jirkov, Jirny;43112;1;Jirkov;Jirny;
43113-Jirkov, Jistebnice;43113;1;Jirkov;Jistebnice;
43114-Strupčice, Strunkovice nad Blanicí;43114;1;Strupčice;Strunkovice nad Blanicí;
43121-Boleboř, Bolatice;43121;1;Boleboř;Bolatice;
43141-Údlice, Údlice;43141;1;Údlice;Údlice;
43143-Hrušovany, Hulín;43143;1;Hrušovany;Hulín;
43144-Droužkovice, Dub nad Moravou;43144;1;Droužkovice;Dub nad Moravou;
43145-Březno, Březno;43145;1;Březno;Březno;
43151-Miřetice u Klášterce nad Ohří, Klášterec nad Orlicí;43151;1;Miřetice u Klášterce nad Ohří;Klášterec nad Orlicí;
43152-Klášterec nad Ohří, Klatovy;43152;1;Klášterec nad Ohří;Klatovy;
43153-Pětipsy, Peruc;43153;1;Pětipsy;Peruc;
43154-Vilémov, Vilémov;43154;1;Vilémov;Vilémov;
43155-Radonice, Rádlo;43155;1;Radonice;Rádlo;
43156-Mašťov, Mašťov;43156;1;Mašťov;Mašťov;
43157-Chbany, Chbany;43157;1;Chbany;Chbany;
43158-Místo, Mladá Boleslav;43158;1;Místo;Mladá Boleslav;
43159-Vysoká Pec, Vyšní Lhoty;43159;1;Vysoká Pec;Vyšní Lhoty;
43163-Perštejn, Pernink;43163;1;Perštejn;Pernink;
43182-Hora Svatého Šebestiána, Hořepník;43182;1;Hora Svatého Šebestiána;Hořepník;
43186-Kovářská, Kožlany;43186;1;Kovářská;Kožlany;
43191-Vejprty, Velemín;43191;1;Vejprty;Velemín;
43201-Kadaň, Kadov;43201;1;Kadaň;Kadov;
43202-Kadaň, Kájov;43202;1;Kadaň;Kájov;
43401-Most, Most;43401;1;Most;Most;
43403-Most, Most;43403;1;Most;Most;
43405-Most, Most;43405;1;Most;Most;
43406-Most, Most;43406;1;Most;Most;
43410-Most, Most;43410;1;Most;Most;
43411-Most, Most;43411;1;Most;Most;
43501-Havraň, Herálec;43501;1;Havraň;Herálec;
43511-Lom, Lom;43511;1;Lom;Lom;
43512-Lom, Lomnice;43512;1;Lom;Lomnice;
43513-Meziboří, Meziměstí;43513;1;Meziboří;Meziměstí;
43514-Záluží, Litvínov;43514;1;Záluží;Litvínov;
43521-Obrnice, Obrnice;43521;1;Obrnice;Obrnice;
43522-Braňany, Braňany;43522;1;Braňany;Braňany;
43524-Lužice, Lužná;43524;1;Lužice;Lužná;
43526-Bečov, Bechyně;43526;1;Bečov;Bechyně;
43532-Mariánské Radčice, Mariánské Radčice;43532;1;Mariánské Radčice;Mariánské Radčice;
43533-Louka u Litvínova, Loukov;43533;1;Louka u Litvínova;Loukov;
43542-Hamr, Litvínovice;43542;1;Hamr;Litvínovice;
43543-Horní Jiřetín, Horní Lideč;43543;1;Horní Jiřetín;Horní Lideč;
43545-Nová Ves v Horách, Nová Ves v Horách;43545;1;Nová Ves v Horách;Nová Ves v Horách;
43546-Hora Svaté Kateřiny, Horažďovice;43546;1;Hora Svaté Kateřiny;Horažďovice;
43547-Brandov, Brandov;43547;1;Brandov;Brandov;
43601-Horní Litvínov, Litvínov;43601;1;Horní Litvínov;Litvínov;
43603-Chudeřín, Litvínov;43603;1;Chudeřín;Litvínov;
43604-Horní Litvínov, Litvínov;43604;1;Horní Litvínov;Litvínov;
43606-Horní Litvínov, Litvínov;43606;1;Horní Litvínov;Litvínov;
43801-Žatec, Zašová;43801;1;Žatec;Zašová;
43803-Žatec, Zastávka;43803;1;Žatec;Zastávka;
43901-Černčice, Černíkovice;43901;1;Černčice;Černíkovice;
43902-Cítoliby, Cítov;43902;1;Cítoliby;Cítov;
43903-Chlumčany, Chlumčany;43903;1;Chlumčany;Chlumčany;
43904-Hříškov, Hrobce;43904;1;Hříškov;Hrobce;
43905-Panenský Týnec, Panenský Týnec;43905;1;Panenský Týnec;Panenský Týnec;
43907-Peruc, Perštejn;43907;1;Peruc;Perštejn;
43908-Pátek, Pavlice;43908;1;Pátek;Pavlice;
43909-Slavětín, Slavičín;43909;1;Slavětín;Slavičín;
43914-Smolnice, Smolotely;43914;1;Smolnice;Smolotely;
43915-Vinařice, Viničné Šumice;43915;1;Vinařice;Viničné Šumice;
43921-Koštice, Koštice;43921;1;Koštice;Koštice;
43922-Chožov, Chožov;43922;1;Chožov;Chožov;
43923-Lenešice, Lešany;43923;1;Lenešice;Lešany;
43924-Raná, Rakvice;43924;1;Raná;Rakvice;
43926-Libčeves, Libčice nad Vltavou;43926;1;Libčeves;Libčice nad Vltavou;
43931-Měcholupy, Měcholupy;43931;1;Měcholupy;Měcholupy;
43942-Postoloprty, Poříčí u Litomyšle;43942;1;Postoloprty;Poříčí u Litomyšle;
43949-Staňkovice, Staňkovice;43949;1;Staňkovice;Staňkovice;
43963-Liběšice, Libhošť;43963;1;Liběšice;Libhošť;
43965-Hřivice, Hrobčice;43965;1;Hřivice;Hrobčice;
43967-Ročov, Ročov;43967;1;Ročov;Ročov;
43968-Domoušice, Doubravice nad Svitavou;43968;1;Domoušice;Doubravice nad Svitavou;
43969-Tuchořice, Tulešice;43969;1;Tuchořice;Tulešice;
43971-Nepomyšl, Nepomyšl;43971;1;Nepomyšl;Nepomyšl;
43972-Krásný Dvůr, Krasonice;43972;1;Krásný Dvůr;Krasonice;
43975-Libočany, Libochovice;43975;1;Libočany;Libochovice;
43981-Kryry, Ktiš;43981;1;Kryry;Ktiš;
43982-Vroutek, Vroutek;43982;1;Vroutek;Vroutek;
43983-Lubenec, Lubná;43983;1;Lubenec;Lubná;
43984-Blatno, Blatnice;43984;1;Blatno;Blatnice;
43985-Petrohrad, Peruc;43985;1;Petrohrad;Peruc;
43986-Strojetice, Střítež nad Ludinou;43986;1;Strojetice;Střítež nad Ludinou;
43987-Očihov, Očihov;43987;1;Očihov;Očihov;
43988-Blšany, Blížkovice;43988;1;Blšany;Blížkovice;
44001-Louny, Louny;44001;1;Louny;Louny;
44003-Louny, Louny;44003;1;Louny;Louny;
44004-Louny, Loužnice;44004;1;Louny;Loužnice;
44101-Podbořany, Pocinovice;44101;1;Podbořany;Pocinovice;
46001-Liberec I-Staré Město, Liberec;46001;1;Liberec I-Staré Město;Liberec;
46002-Liberec III-Jeřáb, Liberec;46002;1;Liberec III-Jeřáb;Liberec;
46003-Liberec XXIII-Doubí, Liberec;46003;1;Liberec XXIII-Doubí;Liberec;
46006-Liberec VI-Rochlice, Liberk;46006;1;Liberec VI-Rochlice;Liberk;
46007-Liberec VII-Horní Růžodol, Liběšice;46007;1;Liberec VII-Horní Růžodol;Liběšice;
46010-Liberec X-Františkov, Liberec;46010;1;Liberec X-Františkov;Liberec;
46011-Liberec XI-Růžodol I, Liberec;46011;1;Liberec XI-Růžodol I;Liberec;
46014-Liberec XIV-Ruprechtice, Liberec;46014;1;Liberec XIV-Ruprechtice;Liberec;
46015-Liberec XV-Starý Harcov, Liberec;46015;1;Liberec XV-Starý Harcov;Liberec;
46302-Liberec XXXIII-Machnín, Liberec;46302;1;Liberec XXXIII-Machnín;Liberec;
46303-Stráž nad Nisou, Stráž;46303;1;Stráž nad Nisou;Stráž;
46311-Liberec XXX-Vratislavice nad Nisou, Liberec;46311;1;Liberec XXX-Vratislavice nad Nisou;Liberec;
46312-Liberec XXV-Vesec, Liberec;46312;1;Liberec XXV-Vesec;Liberec;
46322-Mníšek, Mníšek;46322;1;Mníšek;Mníšek;
46323-Oldřichov v Hájích, Oleksovice;46323;1;Oldřichov v Hájích;Oleksovice;
46331-Chrastava, Chrastava;46331;1;Chrastava;Chrastava;
46332-Bílý Kostel nad Nisou, Bílovice;46332;1;Bílý Kostel nad Nisou;Bílovice;
46333-Chotyně, Chotyně;46333;1;Chotyně;Chotyně;
46334-Hrádek nad Nisou, Hrádek nad Nisou;46334;1;Hrádek nad Nisou;Hrádek nad Nisou;
46341-Dlouhý Most, Dobkovice;46341;1;Dlouhý Most;Dobkovice;
46342-Hodkovice nad Mohelkou, Hodonín;46342;1;Hodkovice nad Mohelkou;Hodonín;
46343-Český Dub I, Český Dub;46343;1;Český Dub I;Český Dub;
46344-Radimovice, Syrovice;46344;1;Radimovice;Syrovice;
46345-Pěnčín, Pěnčín;46345;1;Pěnčín;Pěnčín;
46346-Příšovice, Přimda;46346;1;Příšovice;Přimda;
46348-Všelibice, Všelibice;46348;1;Všelibice;Všelibice;
46351-Světlá pod Ještědem, Světlá pod Ještědem;46351;1;Světlá pod Ještědem;Světlá pod Ještědem;
46352-Osečná, Osečná;46352;1;Osečná;Osečná;
46353-Křižany, Krnov;46353;1;Křižany;Krnov;
46355-Rynoltice, Ryžoviště;46355;1;Rynoltice;Ryžoviště;
46361-Raspenava, Raškovice;46361;1;Raspenava;Raškovice;
46362-Hejnice, Heřmaničky;46362;1;Hejnice;Heřmaničky;
46363-Bílý Potok, Bílovice nad Svitavou;46363;1;Bílý Potok;Bílovice nad Svitavou;
46364-Lázně Libverda, Lechovice;46364;1;Lázně Libverda;Lechovice;
46365-Nové Město pod Smrkem, Nové Mitrovice;46365;1;Nové Město pod Smrkem;Nové Mitrovice;
46366-Jindřichovice pod Smrkem, Jindřichův Hradec;46366;1;Jindřichovice pod Smrkem;Jindřichův Hradec;
46367-Dolní Řasnice, Rapotín;46367;1;Dolní Řasnice;Rapotín;
46371-Dětřichov, Dírná;46371;1;Dětřichov;Dírná;
46372-Višňová, Višňová;46372;1;Višňová;Višňová;
46373-Habartice, Háj u Duchcova;46373;1;Habartice;Háj u Duchcova;
46401-Frýdlant, Fryšták;46401;1;Frýdlant;Fryšták;
46601-Jablonec nad Nisou, Jablonec nad Nisou;46601;1;Jablonec nad Nisou;Jablonec nad Nisou;
46602-Jablonec nad Nisou, Jablonec nad Nisou;46602;1;Jablonec nad Nisou;Jablonec nad Nisou;
46604-Rýnovice, Jablonné nad Orlicí;46604;1;Rýnovice;Jablonné nad Orlicí;
46801-Kokonín, Jablůnka;46801;1;Kokonín;Jablůnka;
46802-Rychnov u Jablonce nad Nisou, Rychnov u Jablonce nad Nisou;46802;1;Rychnov u Jablonce nad Nisou;Rychnov u Jablonce nad Nisou;
46803-Rádlo, Radiměř;46803;1;Rádlo;Radiměř;
46804-Proseč nad Nisou, Jablonné v Podještědí;46804;1;Proseč nad Nisou;Jablonné v Podještědí;
46811-Janov nad Nisou, Janov nad Nisou;46811;1;Janov nad Nisou;Janov nad Nisou;
46812-Bedřichov, Bečváry;46812;1;Bedřichov;Bečváry;
46821-Pěnčín, Bratronice;46821;1;Pěnčín;Bratronice;
46822-Železný Brod, Železná Ruda;46822;1;Železný Brod;Železná Ruda;
46823-Loužnice, Lovčice;46823;1;Loužnice;Lovčice;
46824-Držkov, Dubí;46824;1;Držkov;Dubí;
46825-Zásada, Žandov;46825;1;Zásada;Žandov;
46826-Huť, Hvozd;46826;1;Huť;Hvozd;
46827-Nová Ves nad Nisou, Nová Ves nad Lužnicí;46827;1;Nová Ves nad Nisou;Nová Ves nad Lužnicí;
46831-Labe, Malé Hradisko;46831;1;Labe;Malé Hradisko;
46832-Frýdštejn, Fulnek;46832;1;Frýdštejn;Fulnek;
46833-Jenišovice, Jeřice;46833;1;Jenišovice;Jeřice;
46834-Huntířov, Hustopeče;46834;1;Huntířov;Hustopeče;
46841-Tanvald, Tasov;46841;1;Tanvald;Tasov;
46843-Albrechtice v Jizerských horách, Albrechtice nad Vltavou;46843;1;Albrechtice v Jizerských horách;Albrechtice nad Vltavou;
46844-Josefův Důl, Kačice;46844;1;Josefův Důl;Kačice;
46845-Velké Hamry, Velké Hamry;46845;1;Velké Hamry;Velké Hamry;
46846-Plavy, Plaveč;46846;1;Plavy;Plaveč;
46847-Zlatá Olešnice, Zlatá Olešnice;46847;1;Zlatá Olešnice;Zlatá Olešnice;
46849-Kořenov, Korouhev;46849;1;Kořenov;Korouhev;
46851-Smržovka, Snědovice;46851;1;Smržovka;Snědovice;
46852-Kořenov, Dolní Krupá;46852;1;Kořenov;Dolní Krupá;
46861-Desná II, Deštná;46861;1;Desná II;Deštná;
46871-Lučany nad Nisou, Lučice;46871;1;Lučany nad Nisou;Lučice;
47001-Česká Lípa, Česká Lípa;47001;1;Česká Lípa;Česká Lípa;
47002-Česká Lípa, Česká Lípa;47002;1;Česká Lípa;Česká Lípa;
47003-Česká Lípa, Česká Lípa;47003;1;Česká Lípa;Česká Lípa;
47005-Česká Lípa, Česká Lípa;47005;1;Česká Lípa;Česká Lípa;
47006-Česká Lípa, Česká Lípa;47006;1;Česká Lípa;Česká Lípa;
47101-Zahrádky, Záhoří;47101;1;Zahrádky;Záhoří;
47103-Kravaře, Kravaře;47103;1;Kravaře;Kravaře;
47104-Blíževedly, Blešno;47104;1;Blíževedly;Blešno;
47106-Horní Police, Horní Štěpánov;47106;1;Horní Police;Horní Štěpánov;
47107-Žandov, Žamberk;47107;1;Žandov;Žamberk;
47108-Jezvé, Jičíněves;47108;1;Jezvé;Jičíněves;
47111-Horní Libchava, Horní Maršov;47111;1;Horní Libchava;Horní Maršov;
47112-Volfartice, Volfartice;47112;1;Volfartice;Volfartice;
47113-Mistrovice, Nový Oldřichov;47113;1;Mistrovice;Nový Oldřichov;
47114-Kamenický Šenov, Kamenná Lhota;47114;1;Kamenický Šenov;Kamenná Lhota;
47115-Dolní Prysk, Prusinovice;47115;1;Dolní Prysk;Prusinovice;
47116-Polevsko, Polešovice;47116;1;Polevsko;Polešovice;
47117-Skalice u České Lípy, Skalička;47117;1;Skalice u České Lípy;Skalička;
47118-Pihel, Petřvald;47118;1;Pihel;Petřvald;
47121-Dobranov, Dobré;47121;1;Dobranov;Dobré;
47122-Kuřívody, Rakovník;47122;1;Kuřívody;Rakovník;
47123-Zákupy, Zaječov;47123;1;Zákupy;Zaječov;
47124-Mimoň III, Miřetice;47124;1;Mimoň III;Miřetice;
47125-Jablonné v Podještědí, Jáchymov;47125;1;Jablonné v Podještědí;Jáchymov;
47126-Dubnice, Dvorce;47126;1;Dubnice;Dvorce;
47127-Stráž pod Ralskem, Stráž nad Nisou;47127;1;Stráž pod Ralskem;Stráž nad Nisou;
47128-Hamr na Jezeře, Hartvíkovice;47128;1;Hamr na Jezeře;Hartvíkovice;
47129-Brniště, Brno;47129;1;Brniště;Brno;
47141-Dubá, Dublovice;47141;1;Dubá;Dublovice;
