String;PSČ;CC;Město;Okres;Kraj
35603-Sokolov, Sokolov;35603;1;Sokolov;Sokolov;
35604-Dolní Rychnov, Dolní Újezd;35604;1;Dolní Rychnov;Dolní Újezd;
35605-Sokolov, Sokolov;35605;1;Sokolov;Sokolov;
35701-Rotava, Rotava;35701;1;Rotava;Rotava;
35702-Rotava, Rotava;35702;1;Rotava;Rotava;
35703-Svatava, Svatava;35703;1;Svatava;Svatava;
35704-Lomnice, Lomnice;35704;1;Lomnice;Lomnice;
35705-Jindřichovice, Jindřichův Hradec;35705;1;Jindřichovice;Jindřichův Hradec;
35706-Šindelová, Široká Niva;35706;1;Šindelová;Široká Niva;
35707-Hory, Olšany;35707;1;Hory;Olšany;
35708-Krajková, Krakovany;35708;1;Krajková;Krakovany;
35709-Habartov, Háj ve Slezsku;35709;1;Habartov;Háj ve Slezsku;
35721-Stříbrná, Střezimíř;35721;1;Stříbrná;Střezimíř;
35722-Bublava, Bučovice;35722;1;Bublava;Bučovice;
35731-Horní Slavkov, Horní Stropnice;35731;1;Horní Slavkov;Horní Stropnice;
35733-Loket, Lom;35733;1;Loket;Lom;
35734-Nové Sedlo, Nové Strašecí;35734;1;Nové Sedlo;Nové Strašecí;
35735-Chodov, Chodov;35735;1;Chodov;Chodov;
35736-Chodov, Chodová Planá;35736;1;Chodov;Chodová Planá;
35741-Královské Poříčí, Kralupy nad Vltavou;35741;1;Královské Poříčí;Kralupy nad Vltavou;
35743-Vřesová, Vřesová;35743;1;Vřesová;Vřesová;
35744-Vintířov, Vír;35744;1;Vintířov;Vír;
35746-Staré Sedlo, Staré Sedlo;35746;1;Staré Sedlo;Staré Sedlo;
35747-Krásno, Krásný Dvůr;35747;1;Krásno;Krásný Dvůr;
35751-Kynšperk nad Ohří, Kyšice;35751;1;Kynšperk nad Ohří;Kyšice;
35753-Libavské Údolí, Libčeves;35753;1;Libavské Údolí;Libčeves;
35754-Chlum Svaté Maří, Chlum u Třeboně;35754;1;Chlum Svaté Maří;Chlum u Třeboně;
35755-Bukovany, Bulhary;35755;1;Bukovany;Bulhary;
35756-Citice, Citonice;35756;1;Citice;Citonice;
35761-Březová, Březová;35761;1;Březová;Březová;
35765-Rovná, Rovná;35765;1;Rovná;Rovná;
35801-Kraslice, Krásná;35801;1;Kraslice;Krásná;
36001-Karlovy Vary, Karlovy Vary;36001;1;Karlovy Vary;Karlovy Vary;
36004-Bohatice, Karlovy Vary;36004;1;Bohatice;Karlovy Vary;
36005-Rybáře, Karlovy Vary;36005;1;Rybáře;Karlovy Vary;
36006-Dvory, Karlovy Vary;36006;1;Dvory;Karlovy Vary;
36007-Doubí, Karlštejn;36007;1;Doubí;Karlštejn;
36009-Drahovice, Karolinka;36009;1;Drahovice;Karolinka;
36010-Rybáře, Karlovy Vary;36010;1;Rybáře;Karlovy Vary;
36017-Stará Role, Karlovy Vary;36017;1;Stará Role;Karlovy Vary;
36020-Drahovice, Karlovy Vary;36020;1;Drahovice;Karlovy Vary;
36211-Jenišov, Jenišovice;36211;1;Jenišov;Jenišovice;
36213-Stanovice, Stanovice;36213;1;Stanovice;Stanovice;
36214-Kolová, Komařice;36214;1;Kolová;Komařice;
36215-Březová, Březová;36215;1;Březová;Březová;
36221-Nejdek, Nejdek;36221;1;Nejdek;Nejdek;
36222-Nejdek, Nejdek;36222;1;Nejdek;Nejdek;
36223-Černava, Černčice;36223;1;Černava;Černčice;
36224-Nové Hamry, Nové Hamry;36224;1;Nové Hamry;Nové Hamry;
36225-Nová Role, Nová Role;36225;1;Nová Role;Nová Role;
36226-Božičany, Boží Dar;36226;1;Božičany;Boží Dar;
36232-Otovice, Otovice;36232;1;Otovice;Otovice;
36233-Hroznětín, Hrušky;36233;1;Hroznětín;Hrušky;
36234-Merklín, Merklín;36234;1;Merklín;Merklín;
36235-Abertamy , Abertamy;36235;1;Abertamy ;Abertamy;
36236-Pernink, Pernarec;36236;1;Pernink;Pernarec;
36237-Horní Blatná, Horní Branná;36237;1;Horní Blatná;Horní Branná;
36238-Potůčky, Potštejn;36238;1;Potůčky;Potštejn;
36251-Jáchymov, Jalubí;36251;1;Jáchymov;Jalubí;
36261-Sadov, Sadská;36261;1;Sadov;Sadská;
36262-Boží Dar, Božejov;36262;1;Boží Dar;Božejov;
36263-Dalovice, Dambořice;36263;1;Dalovice;Dambořice;
36272-Radošov, Kytlice;36272;1;Radošov;Kytlice;
36273-Vojkovice, Vojkovice;36273;1;Vojkovice;Vojkovice;
36274-Stráž nad Ohří, Stráž nad Nežárkou;36274;1;Stráž nad Ohří;Stráž nad Nežárkou;
36301-Ostrov, Ostrov;36301;1;Ostrov;Ostrov;
36401-Toužim, Tovačov;36401;1;Toužim;Tovačov;
36451-Štědrá, Stehelčeves;36451;1;Štědrá;Stehelčeves;
36452-Žlutice, Žlutice;36452;1;Žlutice;Žlutice;
36453-Chyše, Číčenice;36453;1;Chyše;Číčenice;
36455-Valeč, Valkeřice;36455;1;Valeč;Valkeřice;
36456-Verušičky, Verušičky;36456;1;Verušičky;Verušičky;
36461-Teplá, Teplice;36461;1;Teplá;Teplice;
36463-Otročín, Otročín;36463;1;Otročín;Otročín;
36464-Bečov nad Teplou, Bechlín;36464;1;Bečov nad Teplou;Bechlín;
36466-Útvina, Úvalno;36466;1;Útvina;Úvalno;
36471-Bochov, Bochoř;36471;1;Bochov;Bochoř;
36472-Stružná, Strupčice;36472;1;Stružná;Strupčice;
37001-České Budějovice 6, České Budějovice;37001;1;České Budějovice 6;České Budějovice;
37002-České Budějovice 6, České Budějovice;37002;1;České Budějovice 6;České Budějovice;
37003-České Budějovice 7, České Budějovice;37003;1;České Budějovice 7;České Budějovice;
37004-České Budějovice 3, České Budějovice;37004;1;České Budějovice 3;České Budějovice;
37005-České Budějovice 2, České Budějovice;37005;1;České Budějovice 2;České Budějovice;
37006-České Budějovice 5, České Budějovice;37006;1;České Budějovice 5;České Budějovice;
37007-České Budějovice 7, České Budějovice;37007;1;České Budějovice 7;České Budějovice;
37008-České Budějovice 6, České Budějovice;37008;1;České Budějovice 6;České Budějovice;
37009-České Budějovice 7, České Budějovice;37009;1;České Budějovice 7;České Budějovice;
37010-České Budějovice 3, České Budějovice;37010;1;České Budějovice 3;České Budějovice;
37011-České Budějovice 2, České Budějovice;37011;1;České Budějovice 2;České Budějovice;
37012-České Budějovice 2, České Budějovice;37012;1;České Budějovice 2;České Budějovice;
37013-České Budějovice 2, České Budějovice;37013;1;České Budějovice 2;České Budějovice;
37301-Temelín, Temelín;37301;1;Temelín;Temelín;
37302-Neznašov, Nezvěstice;37302;1;Neznašov;Nezvěstice;
37303-Litvínovice, Lnáře;37303;1;Litvínovice;Lnáře;
37304-Chrášťany, Chrášťany;37304;1;Chrášťany;Chrášťany;
37305-Temelín, Těmice;37305;1;Temelín;Těmice;
37311-Ledenice, Ledvice;37311;1;Ledenice;Ledvice;
37312-Borovany, Borová Lada;37312;1;Borovany;Borová Lada;
37314-Komařice, Komorní Lhotka;37314;1;Komařice;Komorní Lhotka;
37315-Nová Ves, Nová Ves;37315;1;Nová Ves;Nová Ves;
37316-Dobrá Voda u Českých Budějovic, Dobřany;37316;1;Dobrá Voda u Českých Budějovic;Dobřany;
37321-Slavče, Slavětín;37321;1;Slavče;Slavětín;
37322-Ločenice, Lochovice;37322;1;Ločenice;Lochovice;
37323-Svatý Jan nad Malší, Svatý Jan;37323;1;Svatý Jan nad Malší;Svatý Jan;
37324-Římov, Římov;37324;1;Římov;Římov;
37331-Olešnice, Olešnice v Orlických horách;37331;1;Olešnice;Olešnice v Orlických horách;
37332-Jílovice, Jimramov;37332;1;Jílovice;Jimramov;
37333-Nové Hrady, Nové Hrady;37333;1;Nové Hrady;Nové Hrady;
37335-Horní Stropnice, Horní Vltavice;37335;1;Horní Stropnice;Horní Vltavice;
37336-Rychnov u Nových Hradů, Rychnovek;37336;1;Rychnov u Nových Hradů;Rychnovek;
37341-Hluboká nad Vltavou, Hlučín;37341;1;Hluboká nad Vltavou;Hlučín;
37344-Zliv, Zliv;37344;1;Zliv;Zliv;
37346-Pištín, Píšť;37346;1;Pištín;Píšť;
37347-Sedlec, Sedlec;37347;1;Sedlec;Sedlec;
37348-Dívčice, Dlažov;37348;1;Dívčice;Dlažov;
37349-Mydlovary, Mydlovary;37349;1;Mydlovary;Mydlovary;
37350-Olešník, Olomouc;37350;1;Olešník;Olomouc;
37351-Dříteň, Družec;37351;1;Dříteň;Družec;
37361-Hrdějovice, Hrejkovice;37361;1;Hrdějovice;Hrejkovice;
37362-Chotýčany, Chotýčany;37362;1;Chotýčany;Chotýčany;
37363-Ševětín, Sezemice;37363;1;Ševětín;Sezemice;
37364-Dynín, Františkovy Lázně;37364;1;Dynín;Františkovy Lázně;
37365-Dolní Bukovsko, Dolní Čermná;37365;1;Dolní Bukovsko;Dolní Čermná;
37366-Žimutice, Žihobce;37366;1;Žimutice;Žihobce;
37367-Borek, Bor;37367;1;Borek;Bor;
37371-Rudolfov, Rudolfov;37371;1;Rudolfov;Rudolfov;
37372-Lišov, Litenčice;37372;1;Lišov;Litenčice;
37373-Štěpánovice, Šternberk;37373;1;Štěpánovice;Šternberk;
37381-Kamenný Újezd, Kamýk nad Vltavou;37381;1;Kamenný Újezd;Kamýk nad Vltavou;
37382-Poříčí, Boršice u Blatnice;37382;1;Poříčí;Boršice u Blatnice;
37384-Dubné, Dušejov;37384;1;Dubné;Dušejov;
37401-Trhové Sviny, Trhový Štěpánov;37401;1;Trhové Sviny;Trhový Štěpánov;
37501-Týn nad Vltavou, Týn nad Vltavou;37501;1;Týn nad Vltavou;Týn nad Vltavou;
37503-Malá Strana, Týnec;37503;1;Malá Strana;Týnec;
37701-Jindřichův Hradec II, Jindřichův Hradec;37701;1;Jindřichův Hradec II;Jindřichův Hradec;
37704-Jindřichův Hradec III, Jindřichův Hradec;37704;1;Jindřichův Hradec III;Jindřichův Hradec;
37705-Jindřichův Hradec V, Jinočany;37705;1;Jindřichův Hradec V;Jinočany;
37706-Jindřichův Hradec II, Jiřetín pod Jedlovou;37706;1;Jindřichův Hradec II;Jiřetín pod Jedlovou;
37801-Lásenice, Lažánky;37801;1;Lásenice;Lažánky;
37802-Stráž nad Nežárkou, Straškov-Vodochody;37802;1;Stráž nad Nežárkou;Straškov-Vodochody;
37803-Majdalena, Majetín;37803;1;Majdalena;Majetín;
37804-Chlum u Třeboně, Chlumčany;37804;1;Chlum u Třeboně;Chlumčany;
37806-Suchdol nad Lužnicí, Studnice;37806;1;Suchdol nad Lužnicí;Studnice;
37807-Rapšach, Raná;37807;1;Rapšach;Raná;
37808-Dvory nad Lužnicí, Dynín;37808;1;Dvory nad Lužnicí;Dynín;
37809-Nová Ves nad Lužnicí, Nová Ves;37809;1;Nová Ves nad Lužnicí;Nová Ves;
37810-České Velenice, České Velenice;37810;1;České Velenice;České Velenice;
37816-Lomnice nad Lužnicí, Lomnice;37816;1;Lomnice nad Lužnicí;Lomnice;
37817-Novosedly nad Nežárkou, Nový Bor;37817;1;Novosedly nad Nežárkou;Nový Bor;
37821-Kardašova Řečice, Karlova Studánka;37821;1;Kardašova Řečice;Karlova Studánka;
37825-Deštná, Dětenice;37825;1;Deštná;Dětenice;
37826-Lodhéřov, Loket;37826;1;Lodhéřov;Loket;
37831-Horní Pěna, Horní Podluží;37831;1;Horní Pěna;Horní Podluží;
37832-Číměř, Čisovice;37832;1;Číměř;Čisovice;
37833-Nová Bystřice, Nová Bystřice;37833;1;Nová Bystřice;Nová Bystřice;
37841-Jarošov nad Nežárkou, Javornice;37841;1;Jarošov nad Nežárkou;Javornice;
37842-Nová Včelnice, Nová Včelnice;37842;1;Nová Včelnice;Nová Včelnice;
37846-Roseč, Roseč;37846;1;Roseč;Roseč;
37852-Blažejov, Blatnice pod Svatým Antonínkem;37852;1;Blažejov;Blatnice pod Svatým Antonínkem;
37853-Strmilov, Střítež nad Bečvou;37853;1;Strmilov;Střítež nad Bečvou;
37856-Studená, Stružná;37856;1;Studená;Stružná;
37861-Člunek, Cvikov;37861;1;Člunek;Cvikov;
37862-Kunžak, Kuřim;37862;1;Kunžak;Kuřim;
37871-Staré Hobzí, Staré Hobzí;37871;1;Staré Hobzí;Staré Hobzí;
37872-Písečné, Písečná;37872;1;Písečné;Písečná;
37873-Dešná, Dešov;37873;1;Dešná;Dešov;
37881-Slavonice, Slezské Rudoltice;37881;1;Slavonice;Slezské Rudoltice;
37882-Staré Město pod Landštejnem, Staré Město;37882;1;Staré Město pod Landštejnem;Staré Město;
37883-Český Rudolec, Český Rudolec;37883;1;Český Rudolec;Český Rudolec;
37891-Budíškovice, Budišov;37891;1;Budíškovice;Budišov;
37892-Budeč, Budislav;37892;1;Budeč;Budislav;
37901-Třeboň II, Třebotov;37901;1;Třeboň II;Třebotov;
38001-Dačice I, Dalečín;38001;1;Dačice I;Dalečín;
38101-Latrán, Český Krumlov;38101;1;Latrán;Český Krumlov;
38102-Nádražní Předměstí, Český Krumlov;38102;1;Nádražní Předměstí;Český Krumlov;
38103-Plešivec, Český Krumlov;38103;1;Plešivec;Český Krumlov;
38104-Domoradice, Český Krumlov;38104;1;Domoradice;Český Krumlov;
38201-Dolní Třebonín, Dolní Zálezly;38201;1;Dolní Třebonín;Dolní Zálezly;
38202-Zlatá Koruna, Zlatá Koruna;38202;1;Zlatá Koruna;Zlatá Koruna;
38203-Křemže, Křenov;38203;1;Křemže;Křenov;
38206-Brloh, Brněnec;38206;1;Brloh;Brněnec;
38208-Chvalšiny, Chýně;38208;1;Chvalšiny;Chýně;
38211-Větřní, Větřní;38211;1;Větřní;Větřní;
38216-Světlík, Světlík;38216;1;Světlík;Světlík;
38218-Rožmberk nad Vltavou, Rožmberk nad Vltavou;38218;1;Rožmberk nad Vltavou;Rožmberk nad Vltavou;
38221-Kájov, Kamberk;38221;1;Kájov;Kamberk;
38222-Hořice na Šumavě, Hořičky;38222;1;Hořice na Šumavě;Hořičky;
38223-Černá v Pošumaví, Černá Voda;38223;1;Černá v Pošumaví;Černá Voda;
38226-Horní Planá, Horní Police;38226;1;Horní Planá;Horní Police;
38229-Polná na Šumavě, Polná;38229;1;Polná na Šumavě;Polná;
38232-Velešín, Velhartice;38232;1;Velešín;Velhartice;
38241-Kaplice, Káranice;38241;1;Kaplice;Káranice;
38242-Kaplice-nádraží, Káraný;38242;1;Kaplice-nádraží;Káraný;
38272-Dolní Dvořiště, Dolní Kalná;38272;1;Dolní Dvořiště;Dolní Kalná;
38273-Vyšší Brod, Vysoký Chlumec;38273;1;Vyšší Brod;Vysoký Chlumec;
38276-Loučovice, Louka;38276;1;Loučovice;Louka;
38278-Lipno nad Vltavou, Lipová;38278;1;Lipno nad Vltavou;Lipová;
38279-Frymburk, Fulnek;38279;1;Frymburk;Fulnek;
38281-Besednice, Beroun;38281;1;Besednice;Beroun;
38282-Benešov nad Černou, Benátky nad Jizerou;38282;1;Benešov nad Černou;Benátky nad Jizerou;
38283-Pohorská Ves, Pohořelice;38283;1;Pohorská Ves;Pohořelice;
38291-Malonty, Malonty;38291;1;Malonty;Malonty;
38292-Rožmitál na Šumavě, Rožmitál na Šumavě;38292;1;Rožmitál na Šumavě;Rožmitál na Šumavě;
38293-Horní Dvořiště, Horní Jiřetín;38293;1;Horní Dvořiště;Horní Jiřetín;
38301-Prachatice II, Prachatice;38301;1;Prachatice II;Prachatice;
38401-Nebahovy, Nebahovy;38401;1;Nebahovy;Nebahovy;
38402-Lhenice, Lhoty u Potštejna;38402;1;Lhenice;Lhoty u Potštejna;
38403-Ktiš, Kublov;38403;1;Ktiš;Kublov;
38404-Chroboly, Chropyně;38404;1;Chroboly;Chropyně;
38411-Netolice, Netolice;38411;1;Netolice;Netolice;
38421-Husinec, Hustopeče nad Bečvou;38421;1;Husinec;Hustopeče nad Bečvou;
38422-Vlachovo Březí, Vladislav;38422;1;Vlachovo Březí;Vladislav;
38425-Dub, Dubicko;38425;1;Dub;Dubicko;
38426-Strunkovice nad Blanicí, Strmilov;38426;1;Strunkovice nad Blanicí;Strmilov;
38427-Vitějovice, Vítězná;38427;1;Vitějovice;Vítězná;
38432-Lažiště, Lázně Bohdaneč;38432;1;Lažiště;Lázně Bohdaneč;
38433-Záblatí, Vyšší Brod;38433;1;Záblatí;Vyšší Brod;
38441-Zbytiny, Zbýšov;38441;1;Zbytiny;Zbýšov;
38442-Lenora, Leskovice;38442;1;Lenora;Leskovice;
38443-Strážný, Strážnice;38443;1;Strážný;Strážnice;
38444-Stožec, Stožec;38444;1;Stožec;Stožec;
38451-Volary, Volary;38451;1;Volary;Volary;
38462-Nové Chalupy, Nová Pec;38462;1;Nové Chalupy;Nová Pec;
38471-Šumavské Hoštice, Šumavské Hoštice;38471;1;Šumavské Hoštice;Šumavské Hoštice;
38472-Zdíkov, Zdiby;38472;1;Zdíkov;Zdiby;
38473-Stachy, Stachy;38473;1;Stachy;Stachy;
38481-Čkyně, Cotkytle;38481;1;Čkyně;Cotkytle;
38486-Miřetice, Valašská Bystřice;38486;1;Miřetice;Valašská Bystřice;
38491-Horní Vltavice, Hořovičky;38491;1;Horní Vltavice;Hořovičky;
38492-Borová Lada, Borotín;38492;1;Borová Lada;Borotín;
38493-Kvilda, Kyjov;38493;1;Kvilda;Kyjov;
38501-Vimperk II, Vinařice;38501;1;Vimperk II;Vinařice;
38601-Strakonice I, Strakonice;38601;1;Strakonice I;Strakonice;
38602-Strakonice II, Strakonice;38602;1;Strakonice II;Strakonice;
38603-Strakonice I, Strakonice;38603;1;Strakonice I;Strakonice;
38701-Volyně, Volyně;38701;1;Volyně;Volyně;
38706-Malenice, Malešov;38706;1;Malenice;Malešov;
38711-Katovice, Kaznějov;38711;1;Katovice;Kaznějov;
38715-Střelské Hoštice, Střelice;38715;1;Střelské Hoštice;Střelice;
38716-Volenice, Volenice;38716;1;Volenice;Volenice;
38719-Čestice, Čestice;38719;1;Čestice;Čestice;
38731-Radomyšl, Radkovice u Hrotovic;38731;1;Radomyšl;Radkovice u Hrotovic;
38732-Sedlice, Sedliště;38732;1;Sedlice;Sedliště;
38733-Kadov, Kaliště;38733;1;Kadov;Kaliště;
38734-Záboří, Záblatí;38734;1;Záboří;Záblatí;
38735-Doubravice, Drahenice;38735;1;Doubravice;Drahenice;
38736-Mečichov, Mečichov;38736;1;Mečichov;Mečichov;
38742-Lnáře, Lobeč;38742;1;Lnáře;Lobeč;
38743-Bělčice, Bělá pod Bezdězem;38743;1;Bělčice;Bělá pod Bezdězem;
38751-Štěkeň, Štěnovice;38751;1;Štěkeň;Štěnovice;
38752-Cehnice, Čejkovice;38752;1;Cehnice;Čejkovice;
38756-Čepřovice, Cerekvice nad Bystřicí;38756;1;Čepřovice;Cerekvice nad Bystřicí;
38771-Číčenice, Číhošť;38771;1;Číčenice;Číhošť;
38772-Libějovice, Liberec;38772;1;Libějovice;Liberec;
38773-Bavorov, Batelov;38773;1;Bavorov;Batelov;
38775-Skočice, Skotnice;38775;1;Skočice;Skotnice;
38801-Blatná, Blansko;38801;1;Blatná;Blansko;
38901-Vodňany II, Vodňany;38901;1;Vodňany II;Vodňany;
39001-Tábor, Tábor;39001;1;Tábor;Tábor;
39002-Tábor, Tábor;39002;1;Tábor;Tábor;
39003-Tábor, Tábor;39003;1;Tábor;Tábor;
39005-Tábor, Tachlovice;39005;1;Tábor;Tachlovice;
39101-Sezimovo Ústí, Sezimovo Ústí;39101;1;Sezimovo Ústí;Sezimovo Ústí;
39102-Sezimovo Ústí, Sibřina;39102;1;Sezimovo Ústí;Sibřina;
39111-Planá nad Lužnicí, Pivín;39111;1;Planá nad Lužnicí;Pivín;
39116-Myslkovice, Myslkovice;39116;1;Myslkovice;Myslkovice;
39117-Košice, Kosičky;39117;1;Košice;Kosičky;
39118-Choustník, Choustník;39118;1;Choustník;Choustník;
39120-Radenín, Račice-Pístovice;39120;1;Radenín;Račice-Pístovice;
39121-Turovec, Tursko;39121;1;Turovec;Tursko;
39126-Tučapy, Tuchlovice;39126;1;Tučapy;Tuchlovice;
39127-Dírná, Dívčice;39127;1;Dírná;Dívčice;
39131-Dražice, Drnholec;39131;1;Dražice;Drnholec;
39133-Jistebnice, Jivina;39133;1;Jistebnice;Jivina;
39135-Borotín, Borotice;39135;1;Borotín;Borotice;
39136-Sudoměřice u Tábora, Sudoměřice u Bechyně;39136;1;Sudoměřice u Tábora;Sudoměřice u Bechyně;
39137-Chotoviny, Chotoviny;39137;1;Chotoviny;Chotoviny;
39142-Ratibořské Hory, Ratboř;39142;1;Ratibořské Hory;Ratboř;
39143-Mladá Vožice, Mladé Bříště;39143;1;Mladá Vožice;Mladé Bříště;
39152-Smilovy Hory, Smiřice;39152;1;Smilovy Hory;Smiřice;
39153-Vodice, Vodice;39153;1;Vodice;Vodice;
39155-Chýnov, Chyšky;39155;1;Chýnov;Chyšky;
39156-Měšice, Tábor;39156;1;Měšice;Tábor;
39161-Opařany, Opatov;39161;1;Opařany;Opatov;
39162-Stádlec, Stádlec;39162;1;Stádlec;Stádlec;
39165-Bechyně, Bavorov;39165;1;Bechyně;Bavorov;
39171-Březnice, Březník;39171;1;Březnice;Březník;
39172-Sudoměřice u Bechyně, Sudoměřice;39172;1;Sudoměřice u Bechyně;Sudoměřice;
39173-Hlavatce, Hlinsko;39173;1;Hlavatce;Hlinsko;
39174-Želeč, Žehuň;39174;1;Želeč;Žehuň;
39175-Malšice, Malšice;39175;1;Malšice;Malšice;
39176-Slapy, Slapy;39176;1;Slapy;Slapy;
39181-Veselí nad Lužnicí I, Veselí nad Lužnicí;39181;1;Veselí nad Lužnicí I;Veselí nad Lužnicí;
39182-Veselí nad Lužnicí II, Veselí nad Lužnicí;39182;1;Veselí nad Lužnicí II;Veselí nad Lužnicí;
39191-Borkovice, Borkovany;39191;1;Borkovice;Borkovany;
39201-Soběslav II, Soběslav;39201;1;Soběslav II;Soběslav;
39301-Pelhřimov, Pěnčín;39301;1;Pelhřimov;Pěnčín;
39401-Rynárec, Rynholec;39401;1;Rynárec;Rynholec;
39403-Horní Cerekev, Horní Dunajovice;39403;1;Horní Cerekev;Horní Dunajovice;
39404-Nový Rychnov, Nový Rychnov;39404;1;Nový Rychnov;Nový Rychnov;
39405-Vyskytná, Vyškov;39405;1;Vyskytná;Vyškov;
39409-Kojčice, Kojetice;39409;1;Kojčice;Kojetice;
39411-Cetoraz, Cetoraz;39411;1;Cetoraz;Cetoraz;
39412-Obrataň, Obrataň;39412;1;Obrataň;Obrataň;
39413-Kámen, Kamenice;39413;1;Kámen;Kamenice;
39414-Leskovice, Lesonice;39414;1;Leskovice;Lesonice;
39415-Nová Cerekev, Nová Cerekev;39415;1;Nová Cerekev;Nová Cerekev;
39421-Hořepník, Hořice;39421;1;Hořepník;Hořice;
39422-Košetice, Košice;39422;1;Košetice;Košice;
39424-Křešín, Křetín;39424;1;Křešín;Křetín;
39426-Lukavec, Lukavice;39426;1;Lukavec;Lukavice;
39427-Staré Vyklantice, Vsetín;39427;1;Staré Vyklantice;Vsetín;
39428-Velká Chyška, Velká Chyška;39428;1;Velká Chyška;Velká Chyška;
39443-Mladé Bříště, Mladé Buky;39443;1;Mladé Bříště;Mladé Buky;
39444-Želiv, Železnice;39444;1;Želiv;Železnice;
39445-Křelovice, Křemže;39445;1;Křelovice;Křemže;
39446-Červená Řečice, Červená Voda;39446;1;Červená Řečice;Červená Voda;
39451-Kaliště, Kámen;39451;1;Kaliště;Kámen;
39452-Kejžlice, Kestřany;39452;1;Kejžlice;Kestřany;
39456-Senožaty, Sepekov;39456;1;Senožaty;Sepekov;
39459-Koberovice, Kocbeře;39459;1;Koberovice;Kocbeře;
39461-Božejov, Božanov;39461;1;Božejov;Božanov;
39462-Libkova Voda, Libočany;39462;1;Libkova Voda;Libočany;
39463-Častrov, Cebiv;39463;1;Častrov;Cebiv;
39464-Počátky, Poběžovice;39464;1;Počátky;Poběžovice;
39468-Žirovnice, Žirovnice;39468;1;Žirovnice;Žirovnice;
39470-Kamenice nad Lipou, Kamenice nad Lipou;39470;1;Kamenice nad Lipou;Kamenice nad Lipou;
39491-Bohdalín, Bohdalice-Pavlovice;39491;1;Bohdalín;Bohdalice-Pavlovice;
39492-Mnich, Mnich;39492;1;Mnich;Mnich;
39493-Chválkov, Chvalovice;39493;1;Chválkov;Chvalovice;
39494-Černovice, Černožice;39494;1;Černovice;Černožice;
39495-Křeč, Křečovice;39495;1;Křeč;Křečovice;
39496-Těmice, Teplá;39496;1;Těmice;Teplá;
39501-Pacov, Pacov;39501;1;Pacov;Pacov;
39601-Humpolec, Huslenky;39601;1;Humpolec;Huslenky;
39701-Budějovické Předměstí, Písek;39701;1;Budějovické Předměstí;Písek;
39704-Budějovické Předměstí, Písek;39704;1;Budějovické Předměstí;Písek;
39705-Budějovické Předměstí, Písek;39705;1;Budějovické Předměstí;Písek;
39801-Mirotice, Mírov;39801;1;Mirotice;Mírov;
39804-Čimelice, Církvice;39804;1;Čimelice;Církvice;
39806-Mirovice, Miskovice;39806;1;Mirovice;Miskovice;
39807-Staré Sedlo, Orlík nad Vltavou;39807;1;Staré Sedlo;Orlík nad Vltavou;
39811-Protivín, Protivanov;39811;1;Protivín;Protivanov;
39815-Tálín, Tanvald;39815;1;Tálín;Tanvald;
39816-Albrechtice nad Vltavou, Albrechtice;39816;1;Albrechtice nad Vltavou;Albrechtice;
39817-Chřešťovice, Chřibská;39817;1;Chřešťovice;Chřibská;
39818-Horní Záhoří, Žádovice;39818;1;Horní Záhoří;Žádovice;
39819-Kluky, Kly;39819;1;Kluky;Kly;
39821-Kestřany, Klabava;39821;1;Kestřany;Klabava;
39822-Ražice, Ratibořské Hory;39822;1;Ražice;Ratibořské Hory;
39831-Čížová, Člunek;39831;1;Čížová;Člunek;
39832-Stará Vráž, Vráž;39832;1;Stará Vráž;Vráž;
39833-Dolní Ostrovec, Ostrovec;39833;1;Dolní Ostrovec;Ostrovec;
39834-Kučeř, Kučerov;39834;1;Kučeř;Kučerov;
39835-Oslov, Oslov;39835;1;Oslov;Oslov;
39842-Veselíčko, Veselíčko;39842;1;Veselíčko;Veselíčko;
39843-Bernartice, Bernartice;39843;1;Bernartice;Bernartice;
39847-Slabčice, Slaná;39847;1;Slabčice;Slaná;
39848-Jetětice, Jevany;39848;1;Jetětice;Jevany;
39851-Sepekov, Šestajovice;39851;1;Sepekov;Šestajovice;
39852-Nadějkov, Nadějkov;39852;1;Nadějkov;Nadějkov;
39853-Chyšky, Číhaň;39853;1;Chyšky;Číhaň;
39854-Hrazánky, Hředle;39854;1;Hrazánky;Hředle;
39855-Kovářov, Kovářská;39855;1;Kovářov;Kovářská;
39858-Kostelec nad Vltavou, Kostelec nad Orlicí;39858;1;Kostelec nad Vltavou;Kostelec nad Orlicí;
39859-Hrejkovice, Hřiměždice;39859;1;Hrejkovice;Hřiměždice;
39901-Milevsko, Milevsko;39901;1;Milevsko;Milevsko;
39903-Milevsko, Miličín;39903;1;Milevsko;Miličín;
40001-Ústí nad Labem-centrum, Ústí nad Labem;40001;1;Ústí nad Labem-centrum;Ústí nad Labem;
40003-Střekov, Ústí nad Labem;40003;1;Střekov;Ústí nad Labem;
40004-Trmice, Trnava;40004;1;Trmice;Trnava;
40006-Střekov, Ústí nad Labem;40006;1;Střekov;Ústí nad Labem;
40007-Krásné Březno, Ústí nad Labem;40007;1;Krásné Březno;Ústí nad Labem;
40008-Klíše, Ústí nad Orlicí;40008;1;Klíše;Ústí nad Orlicí;
40010-Všebořice, Ústí nad Labem;40010;1;Všebořice;Ústí nad Labem;
40011-Severní Terasa, Ústí nad Labem;40011;1;Severní Terasa;Ústí nad Labem;
40301-Dolní Zálezly, Domamil;40301;1;Dolní Zálezly;Domamil;
